Detuning [MHz],Scattering_Rate/Gamma
-199.99999999999991,0.18205242883075487
-190.8167368340125,0.19229805011129777
-182.37658414946273,0.2021461307353136
-174.5903703912183,0.21334038576259312
-167.38262990913685,0.2220735626733391
-160.68906655719306,0.23624277834827895
-154.45456044197795,0.2435916282572083
-148.63158680020715,0.24799895991967807
-143.17895090182395,0.26119422453711316
-138.0607676611733,0.2707628727032087
-133.2456324576614,0.27796240935607275
-128.7059426293109,0.28922743509856935
-124.4173386353786,0.2958399634064133
-120.35824096700333,0.3057789508393268
-116.50946419786663,0.3043602393968391
-112.85389358816349,0.3197753022714404
-109.3762127245532,0.32471971418699663
-106.0626730401487,0.33332983719191595
-102.90089788893505,0.33720738940719497
-99.87971527773851,0.34094104509336376
-96.9890144815793,0.3489464965131922
-94.21962265607175,0.3561442668420492
-91.56319826683632,0.35583468912107463
-89.01213872099324,0.3668848121093764
-86.55950004038944,0.37515780273881094
-84.19892678378146,0.37479511754269007
-81.92459072387388,0.3819145808405663
-79.73113702895381,0.38281140241642864
-77.61363689882532,0.38945937495934757
-75.56754576943767,0.3904357988704626
-73.58866633679794,0.3978948673974338
-71.6731157638338,0.403717966629046
-69.81729652810994,0.4042696484939243
-68.01787044712248,0.4166244961487906
-66.27173548405376,0.4142726946108285
-64.57600499258457,0.4209088916603672
-62.92798910643415,0.42157020336861856
-61.32517801919122,0.4262281175302259
-59.765226933911904,0.4262945313128923
-58.245942490869474,0.42867883321258476
-56.765270506555446,0.4269737417710821
-55.32128487821609,0.43479372917016695
-53.91217752641472,0.4335318672995081
-52.53624926379594,0.441594429862232
-51.19190149177563,0.4358181970942742
-49.877628638608215,0.4449144124659423
-48.59201126245918,0.44420894265751404
-47.3337097519592,0.44961892814260346
-46.101458564427894,0.4514904367443066
-44.89406094868918,0.45403888902172396
-43.710384105292015,0.4555904280295443
-42.54935474211643,0.4530857805875026
-41.40995498788219,0.457680342594723
-40.29121863007001,0.4592403599577773
-39.19222764728537,0.4605050479468476
-38.112109009203266,0.45953180341894584
-37.05003171998195,0.46694303400405845
-36.00520408346948,0.46690161370609246
-34.97687117068913,0.46514341478944354
-33.9643124720109,0.473314076381401
-32.96683971812656,0.4695549856295302
-31.983794855470606,0.46966661730677783
