# Parameters: s0 = 0.1, tweezer = 700.0000000000001 nm, Rabi_freq = 0.010677718391181902 Hz, Gamma = 0.04775220833456485 Hz, N_shots = 500, pulse_duration = 58843.89414473132 s, dt = 0.1879699248120301 s
Detuning [mHz],Scattering_Rate/Gamma
-53.20000000000001,0.00026737778148213585
-48.42479528033566,0.000304008195019126
-44.37640871419225,0.0003417530813445691
-40.89631483700733,0.000455233481090791
-37.86892059932829,0.00048449391135576214
-35.20794958491476,0.0005853772168703975
-32.84769885532236,0.0006502646191953018
-30.737248548366306,0.0007362272923036586
-28.83652280622431,0.0008043466417169552
-27.11354639485735,0.0009835166210147971
-25.54249395812712,0.0010447876663327825
-24.102276991810662,0.0012139460690728818
-22.775503200086582,0.0013971024964166729
-21.547698552136346,0.0016059218355443344
-20.40671778640836,0.0016337147006516117
-19.342292164396746,0.001903932595119136
-18.345678578120317,0.002033246435841047
-17.40938445774632,0.0022668742336166402
-16.52695003227125,0.0024524069550067844
-15.692774453924148,0.0027952270080914892
-14.90197580440108,0.0030518070897674367
-14.150277514731725,0.003412014582221809
-13.43391555380698,0.003721221585649831
-12.749562077842727,0.004061320891642886
-12.09426222410482,0.004473972440159236
-11.46538147386627,0.004898454422901106
-10.860561569642835,0.005352997733234821
-10.277683398333306,0.0059652151050000836
-9.71483557940847,0.00659658185825664
-9.170287750656938,0.007174873404841045
-8.642467741392796,0.007952287449366184
-8.129941977855955,0.008800441398236665
-7.631398587741283,0.009654477446811468
-7.145632767825553,0.010939295105159428
-6.671534056139952,0.011845749651796217
-6.208075212326704,0.013176731417634951
-5.754302459983827,0.014703241722654765
-5.309326885452033,0.016341716906015855
-4.872316820574984,0.01834144777980601
-4.442491063980686,0.02010123099037302
-4.019112817570558,0.022475099626523273
-3.6014842330934984,0.025174793645652983
-3.1889414786594,0.027663720758059236
-2.7808502473913097,0.030544598038940135
-2.37660164059041,0.03365352775388903
-1.9756083661608934,0.036711170562224844
-1.5773011999060629,0.039381835812961175
-1.1811256628956595,0.042086554878862675
-0.7865388726024423,0.04367808105615415
-0.3930065290584067,0.044967807970335
0.0,0.04485971514899119
0.3930065290584067,0.04481219810737241
0.7865388726024423,0.043638754373610006
1.1811256628956595,0.04194063465765041
1.5773011999060629,0.03913877031372003
1.9756083661608934,0.03642150730942729
2.37660164059041,0.033558157936923905
2.7808502473913097,0.030397652297978493
3.1889414786594,0.02750297993661282
3.6014842330934984,0.02506612470939225
4.019112817570558,0.02260046705606622
4.442491063980686,0.02029555978343858
4.872316820574984,0.01847121822479698
5.309326885452033,0.01634681534704431
5.754302459983827,0.014769068571464561
6.208075212326704,0.013237541699009394
6.671534056139952,0.011994265229912376
7.145632767825553,0.010693075532735971
7.631398587741283,0.009620432270970229
8.129941977855955,0.008683399517189305
8.642467741392796,0.007991697485387611
9.170287750656938,0.007090236707970224
9.71483557940847,0.006582049275484068
10.277683398333306,0.005913335164793987
10.860561569642835,0.005330612604952471
11.46538147386627,0.004888931008142929
12.09426222410482,0.004363396613119643
12.749562077842727,0.004013946358872279
13.43391555380698,0.0038026406543117514
14.150277514731725,0.003383022610948946
14.90197580440108,0.003092136573838712
15.692774453924148,0.002718036768508323
16.52695003227125,0.002501032909849065
17.40938445774632,0.0022704923904827146
18.345678578120317,0.001988469979761496
19.342292164396746,0.0019049569949561248
20.40671778640836,0.0016555556715162506
21.547698552136346,0.0014839630592618951
22.775503200086582,0.0013560710272782816
24.102276991810662,0.001176450323251288
25.54249395812712,0.0010827418162825866
27.11354639485735,0.0009451164259696431
28.83652280622431,0.0008568428536975453
30.737248548366306,0.0007797468067434615
32.84769885532236,0.0006389894615173747
35.20794958491476,0.0005807642978480788
37.86892059932829,0.0005180965618262177
40.89631483700733,0.0004476557140786048
44.37640871419225,0.00037242012153720065
48.42479528033566,0.0002908093478768924
53.20000000000001,0.0002453305467583941
